time;EPfilt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EP
;ROI#1;ROI#2;ROI#3;ROI#4;ROI#5;ROI#6;ROI#7;ROI#8;ROI#9;ROI#10;ROI#11;ROI#12;ROI#13;ROI#14;ROI#15;ROI#16;ROI#17;ROI#18;ROI#19;ROI#20;ROI#21;ROI#22;ROI#23;ROI#24;ROI#25;ROI#26;ROI#27;ROI#28;ROI#29;ROI#30;ROI#31;ROI#32;ROI#1;ROI#2;ROI#3;ROI#4;ROI#5;ROI#6;ROI#7;ROI#8;ROI#9;ROI#10;ROI#11;ROI#12;ROI#13;ROI#14;ROI#15;ROI#16;ROI#17;ROI#18;ROI#19;ROI#20;ROI#21;ROI#22;ROI#23;ROI#24;ROI#25;ROI#26;ROI#27;ROI#28;ROI#29;ROI#30;ROI#31;ROI#32;
0.000;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-78.35;-77.54;-76.98;-79.65;-80.93;-77.88;-78.37;-79.81;-79.00;-80.21;-79.94;-79.80;-80.10;-79.07;-82.58;-82.75;-81.25;-78.49;-82.66;-81.26;-79.89;-79.19;-82.04;-79.44;-78.63;-80.05;-81.02;-79.01;-80.91;-78.57;-79.00;-82.83
0.017;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-39.21;-77.38;-148.29;-62.19;-81.45;-10.78;-87.27;-48.58;-98.92;-53.56;-92.02;-121.37;-55.96;-120.28;41.81;-38.02;-80.16;-79.70;-150.09;-33.58;-75.73;-58.95;-114.25;-29.13;-36.77;-29.60;-135.68;-40.16;-18.11;-27.84;-116.58;-15.41
0.033;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-72.28;-81.90;40.03;-58.92;-61.70;-99.16;-34.28;-91.55;-30.95;-127.35;-86.58;-38.83;-136.93;-51.78;5.28;-68.48;-139.91;152.85;-66.34;-32.38;-172.92;-69.19;-91.25;-39.69;-158.97;-126.63;-10.55;-117.95;-87.95;-164.59;-54.94;-88.25
0.050;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-70.17;-39.46;-45.54;-160.75;-129.60;-178.90;-167.41;-116.42;-104.98;-115.18;-79.34;-44.85;-139.98;-86.73;-132.20;-52.56;-34.67;-91.61;-105.18;-149.45;-88.82;-93.24;-41.13;-91.68;-80.96;-50.84;-28.68;-101.09;-179.96;-12.83;-75.89;0.61
0.066;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-274.59;-89.28;-70.15;-29.91;-69.45;-0.81;-55.65;-53.79;4.00;-34.38;-143.79;-144.51;-89.91;-105.17;-41.22;-129.13;-197.99;2.80;-170.10;-74.65;-11.97;-134.31;-96.85;-73.94;-29.60;-141.78;-139.08;-15.62;-52.52;-79.37;-77.09;-155.83
0.083;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;71.15;-127.99;-41.63;-107.23;-110.57;-97.05;-70.28;-105.21;-110.49;-82.60;-78.10;-16.11;-117.29;-86.78;-30.03;-112.46;-69.05;-52.86;-27.74;-43.96;40.22;-68.90;-81.67;-22.17;9.01;-123.37;-49.87;-14.75;-56.62;-65.93;-98.71;-121.98
0.099;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-101.99;-43.51;-97.21;-46.14;-80.25;-47.96;16.37;-41.10;-39.23;-104.55;-38.03;-89.49;-46.43;-217.23;-141.86;-172.95;-47.53;-41.68;11.33;-170.19;16.69;-73.11;-63.69;-144.81;-153.87;-44.90;-106.13;-73.50;-18.21;-72.41;-35.16;-73.70
0.116;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-48.86;-94.09;-9.39;-5.45;-110.14;-152.64;-127.38;-77.84;-90.58;-104.85;-42.04;-98.79;-142.25;-96.35;-31.52;-97.07;-63.12;-39.55;-70.57;-3.81;-138.18;-51.62;-120.48;-79.18;-78.09;-37.61;-19.93;-76.41;-35.50;-34.34;-110.88;-162.42
0.132;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-54.76;-143.25;-143.56;-109.43;-91.41;-156.05;-89.57;-121.89;-36.07;-55.60;-114.52;-36.73;-40.18;17.90;-96.48;-78.40;-146.12;-161.56;-52.33;-123.94;-167.30;-89.53;-36.73;-76.29;-99.00;-107.36;-57.30;-79.57;-153.51;-151.88;4.34;-82.19
0.149;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-142.37;-53.17;-57.81;-130.54;-31.05;-23.89;-52.38;-89.86;-54.67;-4.44;-95.18;-70.57;-57.84;-188.26;-121.63;-33.99;-103.41;-106.58;24.14;-77.19;-51.81;-91.79;-4.14;-29.59;-28.37;37.69;-107.89;-99.18;-74.09;-51.62;-47.20;-77.13
