time;APfilt;AP
;ROI#1;ROI#1;ROI#2;ROI#3;ROI#4;ROI#5;ROI#6;ROI#7;ROI#8;ROI#9;ROI#10;ROI#11;ROI#12;ROI#13;ROI#14;ROI#15;ROI#16;ROI#17;ROI#18;ROI#19;ROI#20;ROI#21;ROI#22;ROI#23;ROI#24;ROI#25;ROI#26;ROI#27;ROI#28;ROI#29;ROI#30;ROI#31;ROI#32;
0.000;-79.92;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00
0.016;-87.90;-66.35;-117.38;-87.28;-66.06;-116.50;-103.44;-139.63;-106.94;-121.34;-81.86;-46.73;-80.80;-101.81;-62.16;-91.73;-145.69;-82.56;-97.02;-123.76;-64.91;-98.87;-137.22;-104.33;-110.36;-59.42;-63.21;-87.83;-68.88;-37.68;-46.45;-82.06;-87.76
0.031;-82.40;-101.18;-95.21;-7.15;-50.91;-77.71;-69.22;-46.46;-74.27;-35.78;-120.69;-105.44;-62.94;-52.00;-99.61;-65.63;-142.29;-62.97;-83.95;-99.10;-89.60;-108.04;-67.30;-82.40;-68.60;-84.22;-52.78;-84.19;-64.94;-146.11;-90.81;-68.08;-99.21
0.047;-83.78;-116.83;-87.81;-145.09;-125.60;-95.38;-100.74;-95.63;-31.71;-1.67;-81.36;-87.29;-111.69;-83.31;-69.12;-95.73;-70.14;-66.68;-67.69;-33.77;-85.98;-64.25;-83.77;-73.85;-83.30;-91.01;-51.43;-91.29;-117.36;-73.17;-87.33;-73.34;-45.36
0.062;-80.03;-75.73;-68.42;-90.06;-66.77;-79.67;-62.35;-60.60;-74.32;-160.14;-55.54;-85.87;-83.59;-54.88;-96.60;-46.36;-57.89;-123.68;-93.85;-36.07;-98.20;-78.81;-21.79;-85.81;-74.20;-125.22;-117.67;-64.32;-86.40;-71.39;-128.68;-71.17;-68.88
0.078;-68.92;-56.35;-67.13;-39.01;-36.08;-107.93;-27.23;-86.24;-101.18;-71.45;-57.21;-73.23;-42.87;-41.36;-68.80;-89.79;-73.47;-93.61;-75.61;-72.82;-83.24;-110.82;-2.60;-40.15;-105.37;-41.28;-85.31;-50.79;-63.29;-39.74;-117.41;-88.06;-67.37
0.093;-69.70;-85.13;-15.51;-66.48;-110.87;-40.81;-73.32;-63.23;-78.11;-76.23;-79.12;-106.13;-42.28;-79.14;-70.55;-73.45;-60.98;-81.73;-62.81;-68.22;-85.31;-61.45;-93.41;-81.61;-39.24;-38.61;-157.88;-88.52;-52.59;-59.06;-99.69;-86.96;-88.47
0.109;-77.87;-71.66;-99.53;-71.35;-119.63;-64.88;-92.47;-96.68;-98.82;-79.12;-98.53;-98.32;-49.00;-141.58;-95.87;-79.78;-92.25;-90.39;-31.59;-127.95;-39.68;-23.12;-86.92;-79.06;-94.02;-94.30;-52.00;-96.98;-41.50;-85.00;-101.39;-96.13;-49.38
0.124;-74.77;-70.58;-41.79;-115.89;-103.69;-45.47;-117.10;-118.94;-102.15;-80.08;-81.29;-89.84;-43.61;-57.96;-55.94;-84.38;-66.16;-42.54;-112.54;-67.57;-79.61;-32.24;-159.24;-59.56;-34.45;-117.71;-76.41;-83.90;-116.28;-83.28;-32.12;-95.08;-92.95
0.140;-78.60;-69.22;-62.32;-97.51;-48.51;-107.74;-93.89;-12.84;-73.67;-93.46;-95.30;-66.60;-135.98;-70.39;-75.12;-104.34;-36.24;-33.27;-65.02;-31.49;-110.37;-72.61;-46.96;-109.05;-70.38;-116.77;-89.63;-41.61;-96.13;-86.55;-54.02;-84.62;-88.25
0.155;-78.96;-43.13;-108.50;-95.32;-52.57;-50.92;-98.27;-4.77;-20.09;-57.08;-80.95;-56.16;-162.52;-62.31;-100.84;-74.41;-44.11;-104.35;-108.33;-87.81;-88.77;-68.92;-129.68;-73.42;-80.57;-31.59;-23.33;-31.16;-103.43;-133.01;-66.91;-33.17;-79.53
0.171;-82.62;-76.34;-43.23;-89.23;-110.33;-69.13;-88.84;-85.27;-79.20;-156.87;-53.57;-86.90;-86.81;-123.02;-103.61;-65.52;-45.41;-82.08;-97.05;-118.72;-24.70;-100.94;-111.09;-51.15;-109.34;-69.92;-70.93;-114.82;-105.62;-76.17;-46.57;-67.89;-66.00
0.186;-86.55;-89.10;-88.27;-118.10;-102.67;-76.82;-13.15;-68.81;-131.51;-97.95;-14.87;-57.68;-78.13;-85.57;-59.10;-115.13;-51.61;-82.63;-90.49;-115.75;-86.84;-98.93;-6.98;-51.40;-79.41;-89.67;-127.78;-112.06;-64.63;-113.55;-66.19;-62.63;-151.08
0.202;-71.72;-75.55;-120.45;-56.48;-45.09;-69.66;-44.88;-58.67;-54.03;-120.70;-84.08;-72.88;-64.96;-72.14;-68.28;-64.63;-40.16;-89.54;-110.62;-67.92;-39.24;-46.17;-68.67;-83.30;-38.60;-89.90;-99.09;-21.52;-105.40;-81.91;-51.08;-108.99;-75.00
0.217;-87.64;-75.68;-62.16;-79.53;-114.69;-56.33;-102.41;-64.26;-76.28;-36.76;-105.31;-41.03;-108.55;-105.37;-100.95;-100.46;-82.57;-66.23;-61.79;-63.79;-84.83;-99.60;-103.02;-111.68;-102.50;-100.28;-74.22;-123.87;-127.53;-108.28;-44.04;-103.22;-60.29
0.233;-78.91;-82.29;-99.06;-108.29;-82.35;-59.16;-55.46;-63.83;-104.34;-76.57;-57.90;-91.01;-95.97;-122.87;-94.49;-47.25;-123.32;-55.99;-56.35;-107.56;-89.29;-73.03;-94.72;-100.58;-65.88;-57.91;-75.72;-95.79;-55.31;-29.83;-104.17;-83.31;-120.16
