time;EPfilt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EP
;ROI#1;ROI#2;ROI#3;ROI#4;ROI#5;ROI#6;ROI#7;ROI#8;ROI#9;ROI#10;ROI#11;ROI#12;ROI#13;ROI#14;ROI#15;ROI#16;ROI#17;ROI#18;ROI#19;ROI#20;ROI#21;ROI#22;ROI#23;ROI#24;ROI#25;ROI#26;ROI#27;ROI#28;ROI#29;ROI#30;ROI#31;ROI#32;ROI#1;ROI#2;ROI#3;ROI#4;ROI#5;ROI#6;ROI#7;ROI#8;ROI#9;ROI#10;ROI#11;ROI#12;ROI#13;ROI#14;ROI#15;ROI#16;ROI#17;ROI#18;ROI#19;ROI#20;ROI#21;ROI#22;ROI#23;ROI#24;ROI#25;ROI#26;ROI#27;ROI#28;ROI#29;ROI#30;ROI#31;ROI#32;
0.000;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.12;-84.35;-80.72;-105.24;-74.64;-78.07;-80.77;-80.71;-88.32;-107.65;-77.23;-86.01;-82.79;-69.00;-93.53;-73.83;-73.65;-92.91;-75.23;-76.73;-72.53;-84.48;-82.25;-75.98;-82.22;-84.72;-68.15;-77.06;-57.54;-72.66;-86.22;-83.89
0.015;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-26.90;-264.62;237.63;-22.74;-65.08;-87.13;-135.87;-76.09;-121.76;-136.21;88.71;-236.34;-53.28;-131.31;-123.54;-74.62;-57.15;-199.61;-205.69;-113.38;-43.04;-124.78;-144.04;-53.25;12.92;-154.51;-227.11;-151.30;-59.58;-197.41;-31.51;-30.69
0.030;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-91.92;36.57;20.59;-228.24;-79.96;-29.65;-71.44;-19.44;-72.02;-278.42;-261.02;152.61;7.97;-110.27;-11.28;67.12;-76.77;-86.91;-87.19;14.76;-17.54;-70.22;-114.38;-35.81;-269.53;-37.93;176.74;-138.00;-64.92;95.40;-144.64;-94.27
0.045;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-123.24;166.78;-320.42;-9.38;-131.69;21.90;-150.13;-1.20;-232.46;210.40;543.70;-211.24;-206.26;-40.35;-363.73;-17.44;-71.50;-53.45;-45.65;-87.57;-68.51;-110.91;-61.07;-5.14;-54.87;-136.44;-221.99;25.12;-70.36;133.98;-43.21;-6.80
0.059;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-103.17;-494.11;354.49;-106.89;-89.11;4.45;-101.60;-62.00;-136.80;-580.03;-248.95;-330.64;-142.47;-40.12;37.69;49.12;-33.69;-70.70;-71.89;-99.05;-119.51;-80.13;-65.80;-110.98;-54.51;-36.67;-266.19;-32.55;-198.17;-60.93;-125.07;-127.00
0.074;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-102.77;52.74;-382.50;23.31;-38.03;-299.43;-53.77;-90.28;153.28;392.79;-1050.49;-42.11;-109.57;-48.42;-1.84;-275.51;-173.09;-120.32;-76.05;-157.96;-112.99;137.51;-12.75;40.11;22.84;-3.33;64.98;-43.44;-58.31;-125.79;-109.42;-93.34
0.089;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.91;120.48;-405.75;104.07;0.66;-31.15;12.74;-49.46;-134.35;-1308.38;437.60;131.50;-81.42;-101.64;-13.69;-306.80;-93.49;-31.14;-68.13;92.34;-103.88;-9.82;-189.25;73.53;82.33;89.34;26.73;-143.78;-200.24;-67.25;36.01;-84.76
0.104;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-91.57;-198.72;176.60;-216.24;-143.94;-42.56;8.09;-65.61;-181.78;963.29;-501.41;63.15;-82.90;-107.70;-240.60;24.23;-122.51;-85.97;-126.39;-66.42;-41.32;-162.11;-39.96;-230.29;-167.55;-231.00;-47.02;-115.72;-322.89;-327.41;29.02;-66.76
0.119;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-5.84;-241.80;-213.30;-32.23;-93.64;-7.95;-77.42;-146.09;-50.75;145.13;193.57;-139.18;-112.32;13.81;-29.41;-143.49;-131.02;-34.04;-54.24;-194.60;-207.86;-191.34;-66.85;-133.73;-103.44;-154.47;-224.35;-141.75;24.95;-285.03;-210.03;-133.51
0.134;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-87.69;-195.64;-181.67;-429.54;12.04;-166.57;-35.06;2.97;114.21;328.80;153.62;-214.15;-41.44;-146.25;-16.55;15.34;-133.00;-50.44;-94.04;-85.07;-23.97;-76.22;-120.22;-138.59;-225.82;-4.54;-78.99;-138.83;-240.69;-133.03;-11.90;-75.21
0.149;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-53.81;-127.19;119.73;-14.51;-145.73;-137.69;-116.59;-195.78;123.85;-560.59;3.72;483.58;-206.36;-199.05;-212.64;-200.77;-145.08;-57.90;-61.25;-110.35;38.89;-172.93;-117.21;-74.09;100.46;-286.13;-19.46;-54.05;-43.12;40.70;-125.06;-122.32
0.163;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-112.61;-17.51;-9.20;-370.72;-129.56;-106.94;-98.14;-105.59;-286.37;-98.10;-576.06;164.01;-28.46;-58.87;-42.18;70.47;29.86;-43.41;-30.13;-33.51;-90.28;-128.87;-184.73;24.75;-184.25;51.16;168.77;75.52;-118.55;35.52;-182.46;-97.26
0.178;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-95.61;42.17;-53.62;27.21;-29.02;46.96;-22.81;-104.23;22.67;-5.48;-2.82;-74.32;-34.63;-129.14;-164.53;-106.30;-74.95;-79.05;6.74;-3.32;-149.50;-154.86;-71.62;-103.18;-29.12;-222.58;-262.61;-152.25;132.11;-123.77;-148.93;-39.46
